word_id,english_word,word_type,turkish_meaning,category_1,category_2,category_3,english_level,sample_sentence_en,sample_sentence_tr,is_known
11779,inaudible,adjective,duyulmaz,Gemini, , ,C2,The noise of the machinery made her voice inaudible.,Makinelerin gürültüsünden sesi duyulmuyordu.,0
11780,incarnate,adjective,enkarne olmak,Gemini, , ,C2,One survivor described his torturers as devils incarnate.,Kurtulanlardan biri işkencecilerini şeytanın ete kemiğe bürünmüş hali olarak tanımladı.,0
11781,incomparable,adjective,eşsiz,Gemini, , ,C2,Her beauty was incomparable to anyone else's.,Onun güzelliği hiç kimseyle kıyaslanamazdı.,0
11782,incomplete,adjective,eksik,Gemini, , ,C2,The decision was based on incomplete or inaccurate information.,Karar eksik veya yanlış bilgiye dayanıyordu.,0
11783,inconceivable,adjective,akıl almaz,Gemini, , ,C2,The idea that they might not win was inconceivable to them.,Kazanamayacakları düşüncesi onlar için akıl almaz bir şeydi.,0
11784,indecent,adjective,uygunsuz,Gemini, , ,C2,She accused him of making indecent suggestions to her.,Kendisine uygunsuz tekliflerde bulunmakla suçladı.,0
11785,indelicate,adjective,kaba,Gemini, , ,C2,Would it be indelicate to mention the fee at this point?,Bu noktada ücretten bahsetmek kabalık mı olur?,0
11786,indiscreet,adjective,uygunsuz,Gemini, , ,C2,In an indiscreet moment; the president let his genuine opinions be known.,Cumhurbaşkanı; bir anlık dalgınlıkla gerçek düşüncelerini dile getirdi.,0
11787,indisputable,adjective,tartışmasız,Gemini, , ,C2,One fact is indisputable - this must never be allowed to happen again.,Tartışmasız bir gerçek var: Bir daha böyle bir şeyin olmasına asla izin verilmemeli.,0
11788,inept,adjective,beceriksiz,Gemini, , ,C2,As a child he was awkward and inept at sport.,Çocukluğunda spora karşı beceriksiz ve beceriksizdi.,0
11789,inestimable,adjective,paha biçilmez,Gemini, , ,C2,We have the inestimable advantage of writing in the world's global language.,Dünyanın küresel dilinde yazmanın paha biçilmez avantajına sahibiz.,0
11790,inexpedient,adjective,uygunsuz,Gemini, , ,C2,It was inexpedient for him to be seen to approve of the decision.,Kararı onaylıyor gibi görünmesi uygun değildi.,0
11791,inextricable,adjective,çözülemez,Gemini, , ,C2,In the case of King Arthur; legend and truth are often inextricable.,Kral Arthur örneğinde; efsane ile gerçek çoğu zaman birbirinden ayrılamaz.,0
11792,infinite,adjective,sonsuz,Gemini, , ,C2,The universe is theoretically infinite.,Evren teorik olarak sonsuzdur.,0
11793,inflammable,adjective,yanıcı,Gemini, , ,C2,Gasoline is a highly inflammable liquid.,Benzin çok kolay alev alan bir sıvıdır.,0
11794,inhuman,adjective,insanlık dışı,Gemini, , ,C2,Prisoners of war were subjected to inhuman and degrading treatment.,Savaş esirlerine insanlık dışı ve onur kırıcı muameleler uygulanıyordu.,0
11795,inland,adjective,iç kesimlerde,Gemini, , ,C2,The Black Sea is a large inland sea.,Karadeniz büyük bir iç denizdir.,0
11796,innumerable,adjective,sayısız,Gemini, , ,C2,The project has been delayed by innumerable problems.,Proje sayısız sorun nedeniyle gecikti.,0
11797,inoffensive,adjective,zararsız,Gemini, , ,C2,He seemed like a quiet; inoffensive sort of a guy.,Sessiz; zararsız bir adam gibi görünüyordu.,0
11798,inopportune,adjective,uygunsuz,Gemini, , ,C2,I'm sorry; you've called at an inopportune moment.,Üzgünüm; uygunsuz bir zamanda aradınız.,0
11799,insensible,adjective,duyarsız,Gemini, , ,C2,We found her lying on the floor; drunk and insensible.,Onu yerde yatarken bulduk; sarhoş ve baygın.,0
11800,intolerable,adjective,tahammül edilemez,Gemini, , ,C2,The situation has become intolerable.,Durum artık tahammül edilemez bir hal aldı.,0
11801,intrepid,adjective,cesur,Gemini, , ,C2,The intrepid explorers ventured into uncharted territory.,Korkusuz kaşifler keşfedilmemiş topraklara doğru yola çıktılar.,0
11802,invalid,adjective,geçersiz,Gemini, , ,C2,I'm afraid your driving licence is invalid in Eastern Europe.,Doğu Avrupa'da ehliyetinizin geçersiz olduğunu düşünüyorum.,0
11803,invincible,adjective,yenilmez,Gemini, , ,C2,Last year the company looked invincible but in recent weeks has begun to have problems.,Geçtiğimiz yıl yenilmez gibi görünen şirket son haftalarda sorunlar yaşamaya başladı.,0
11804,invulnerable,adjective,yenilmez,Gemini, , ,C2,The command bunker is virtually invulnerable; even to a nuclear attack.,Komuta sığınağı neredeyse nükleer bir saldırıya karşı bile dayanıklı.,0
11805,inward,adjective,içe doğru,Gemini, , ,C2,The force pushes the object in an inward direction.,Kuvvet; nesneyi içeriye doğru iter.,0
11806,irksome,adjective,can sıkıcı,Gemini, , ,C2,The vibration can become irksome after a while.,Titreşim bir süre sonra rahatsız edici hale gelebilir.,0
11807,irreparable,adjective,onarılamaz,Gemini, , ,C2,Unless the oil spill is contained; irreparable damage will be done to the coastline.,Petrol sızıntısı kontrol altına alınmazsa kıyı şeridinde telafisi mümkün olmayan hasarlar meydana gelecektir.,0
11808,irreproachable,adjective,kusursuz,Gemini, , ,C2,Her conduct throughout was irreproachable.,Davranışı baştan sona kusursuzdu.,0
11809,irritable,adjective,asabi,Gemini, , ,C2,Be careful what you say - he's rather irritable today.,Söylediklerine dikkat et; bugün oldukça sinirli.,0
11810,jaunty,adjective,neşeli,Gemini, , ,C2,When he came back his hat was at a jaunty angle and he was smiling.,Geri döndüğünde şapkası eğik bir şekilde duruyordu ve gülümsüyordu.,0
11811,jobless,adjective,işsiz,Gemini, , ,C2,He's been jobless for the past six months.,Son altı aydır işsiz.,0
11812,jovial,adjective,neşeli,Gemini, , ,C2,He seemed a very jovial guy.,Çok neşeli bir adama benziyordu.,0
11813,joyful,adjective,neşe dolu,Gemini, , ,C2,I don't have very much to feel joyful about at the moment.,Şu anda sevinecek pek bir şeyim yok.,0
11814,judicious,adjective,sağduyulu,Gemini, , ,C2,We should make judicious use of the resources available to us.,Elimizdeki kaynakları akıllıca kullanmalıyız.,0
11815,jumpy,adjective,gergin,Gemini, , ,C2,My mother gets very jumpy when she's alone in the house.,Annem evde yalnız kaldığında çok huzursuz oluyor.,0
11816,kinky,adjective,sapık,Gemini, , ,C2,My hair is naturally kinky.,Saçlarım doğal olarak kıvırcıktır.,0
11817,lacking,adjective,eksik,Gemini, , ,C2,Enthusiasm has been sadly lacking these past months at work.,Son aylarda iş yerinde ne yazık ki coşku eksikti.,0
11818,laden,adjective,yüklü,Gemini, , ,C2,He always comes back from France laden with presents for everyone.,Fransa'dan her zaman herkese hediyelerle döner.,0
11819,languid,adjective,uyuşuk,Gemini, , ,C2,He sat on the porch enjoying the delicious; languid warmth of a summer afternoon.,Yaz öğleden sonrasının o nefis; uyuşuk sıcaklığının tadını çıkararak verandada oturuyordu.,0
11820,lank,adjective,sıska,Gemini, , ,C2,His hair was lank and greasy and looked like it hadn't been washed for a month.,Saçları cansız ve yağlıydı; sanki bir aydır yıkanmamış gibiydi.,0
11821,lardy,adjective,yağlı,Gemini, , ,C2,They expose their lardy bodies on the beach.,Yağlanmış bedenlerini sahilde sergiliyorlar.,0
11822,lascivious,adjective,şehvetli,Gemini, , ,C2,His lascivious remarks made her uncomfortable.,Şehvetli sözleri onu rahatsız etti.,0
11823,lavish,adjective,gösterişli,Gemini, , ,C2,The evening was a lavish affair with glorious food and an endless supply of champagne.,Akşam yemeği muhteşem yemekler ve sınırsız şampanya ikramıyla oldukça görkemli geçti.,0
11824,lax,adjective,gevşek,Gemini, , ,C2,The subcommittee contends that the authorities were lax in investigating most of the cases.,Alt komite; yetkililerin vakaların çoğunu soruşturmada ihmalkar davrandığını ileri sürüyor.,0
11825,leaden,adjective,kurşun,Gemini, , ,C2,They said goodbye under a leaden sky.,Kurşuni bir gökyüzünün altında vedalaştılar.,0
11826,leery,adjective,temkinli,Gemini, , ,C2,I've always been a little leery of authority figures.,Otorite figürlerine karşı her zaman biraz temkinli davrandım.,0
11827,leftover,adjective,artık,Gemini, , ,C2,This recipe can serve four easily; and the leftovers are just as good eaten cold.,Bu tarif dört kişiye rahatlıkla yeter; artanları da soğuk olarak tüketildiğinde aynı lezzette olur.,0
11828,leggy,adjective,uzun bacaklı,Gemini, , ,C2,She was a tall; leggy blonde.,Uzun boylu; uzun bacaklı; sarışın bir kadındı.,0
11829,lenient,adjective,hoşgörülü,Gemini, , ,C2,They believe that judges are too lenient with terrorist suspects.,Hakimlerin terör şüphelilerine karşı çok müsamahakar davrandığına inanıyorlar.,0
11830,libellous,adjective,iftira niteliğinde,Gemini, , ,C2,We reserve the right to edit letters and remove anything potentially libellous.,Mektupları düzenleme ve iftira niteliği taşıyabilecek her şeyi kaldırma hakkımızı saklı tutuyoruz.,0
11831,lineal,adjective,doğrusal,Gemini, , ,C2,She claims lineal descent from Henry VIII.,Kendisi VIII. Henry'den geldiğini iddia ediyor.,0
11832,listless,adjective,isteksiz,Gemini, , ,C2,He's seemed listless and a little depressed ever since he got his exam results.,Sınav sonuçlarını öğrendiğinden beri isteksiz ve biraz da depresif görünüyor.,0
11833,lithe,adjective,kıvrak,Gemini, , ,C2,He had the lithe; athletic body of a ballet dancer.,Bir balerin gibi kıvrak; atletik bir vücuda sahipti.,0
11834,loving,adjective,sevgi dolu,Gemini, , ,C2,He's a very loving child.,Çok sevgi dolu bir çocuk.,0
11835,luminous,adjective,aydınlık,Gemini, , ,C2,The library was lit by the luminous glow of laptops.,Kütüphane dizüstü bilgisayarların parlak ışığıyla aydınlanıyordu.,0
11836,luxuriant,adjective,bereketli,Gemini, , ,C2,Tall; luxuriant plants grew along the river bank.,Nehir kıyısında uzun boylu; gür bitkiler yetişiyordu.,0
11837,marshy,adjective,bataklık,Gemini, , ,C2,This area was very marshy before the drainage system was installed.,Bu alan drenaj sistemi yapılmadan önce oldukça bataklıktı.,0
11838,meek,adjective,uysal,Gemini, , ,C2,She seemed so very meek and mild.,Çok uysal ve nazik görünüyordu.,0
11839,mellow,adjective,yumuşak,Gemini, , ,C2,After a few drinks; he became very mellow.,Birkaç içkiden sonra çok yumuşadı.,0
11840,melodramatic,adjective,melodramatik,Gemini, , ,C2,I’ve always been a little melodramatic.,Ben her zaman biraz melodramatik oldum.,0
11841,merciful,adjective,merhametli,Gemini, , ,C2,After such a long illness; her death came as a merciful release.,Uzun bir hastalıktan sonra; onun ölümü onun için merhametli bir kurtuluş oldu.,0
11842,mindless,adjective,akılsız,Gemini, , ,C2,The film is full of mindless violence.,Film anlamsız bir şiddetle dolu.,0
11843,moist,adjective,nemli,Gemini, , ,C2,Keep the soil in the pot moist; but not too wet.,Saksıdaki toprağı nemli tutun; ancak çok ıslak da olmasın.,0
11844,molecular,adjective,moleküler,Gemini, , ,C2,Scientists can study the three-dimensional molecular structure of the proteins.,Bilim insanları proteinlerin üç boyutlu moleküler yapısını inceleyebiliyorlar.,0
11845,morbid,adjective,hastalıklı,Gemini, , ,C2,She had to have gastric bypass surgery to avoid dying from morbid obesity.,Morbid obezite nedeniyle ölmemek için mide bypass ameliyatı olmak zorunda kaldı.,0
11846,musty,adjective,küflü,Gemini, , ,C2,The old books in the attic had a musty smell.,Tavan arasında bulunan eski kitapların küf kokusu vardı.,0
11847,nasal,adjective,burun,Gemini, , ,C2,She spoke in nasal tones.,Burundan konuşuyordu.,0
11848,nauseous,adjective,mide bulandırıcı,Gemini, , ,C2,Roller coasters make me feel nauseous.,Roller coaster'lar midemi bulandırıyor.,0
11849,nautical,adjective,deniz,Gemini, , ,C2,You're looking very nautical in your navy blue sweater.,Lacivert kazağınız içinde çok denizci görünüyorsunuz.,0
11850,navigable,adjective,gezilebilir,Gemini, , ,C2,That stretch of river is too shallow to be navigable.,Nehrin o kısmı seyrüsefere elverişli olmayacak kadar sığ.,0
11851,nebulous,adjective,belirsiz,Gemini, , ,C2,She has a few nebulous ideas about what she might want to do in the future; but nothing definite.,Gelecekte ne yapmak isteyebileceği konusunda birkaç belirsiz fikri var; ama kesin bir şey yok.,0
11852,needful,adjective,gerekli,Gemini, , ,C2,We must not put them in more danger than is needful.,Onları gereğinden fazla tehlikeye atmamalıyız.,0
11853,nimble,adjective,çevik,Gemini, , ,C2,His nimble mind calculated the answer before I could key the numbers into my computer.,Ben daha rakamları bilgisayarımda girmeden onun çevik zekası cevabı hesapladı.,0
11854,noiseless,adjective,sessiz,Gemini, , ,C2,Above them an eagle circled in noiseless flight.,Üstlerinde bir kartal sessizce uçuyordu.,0
11855,nominal,adjective,nominal,Gemini, , ,C2,She's the nominal head of our college - the real work is done by her deputy.,O; fakültemizin nominal başkanıdır; asıl işi yardımcısı yapar.,0
11856,noncommittal,adjective,bağlayıcı olmayan,Gemini, , ,C2,The ambassador was typically noncommittal when asked whether further sanctions would be introduced.,Büyükelçiye daha fazla yaptırım uygulanıp uygulanmayacağı sorulduğunda genellikle net bir cevap vermedi.,0
11857,nonpareil,adjective,pareil olmayan,Gemini, , ,C2,He was the teacher nonpareil.,O; eşsiz bir öğretmendi.,0
11858,nosy,adjective,meraklı,Gemini, , ,C2,She was complaining about her nosy parents.,Meraklı anne ve babasından şikâyet ediyordu.,0
11859,noxious,adjective,zararlı,Gemini, , ,C2,They died from inhaling noxious fumes.,Zehirli dumanları solumaktan öldüler.,0
11860,obdurate,adjective,inatçı,Gemini, , ,C2,The president remains obdurate on immigration.,Cumhurbaşkanı göç konusunda kararlılığını sürdürüyor.,0
11861,obnoxious,adjective,iğrenç,Gemini, , ,C2,Some of his colleagues say that he's loud and obnoxious.,Bazı meslektaşları onun gürültücü ve itici olduğunu söylüyor.,0
11862,obscene,adjective,müstehcen,Gemini, , ,C2,In the raid; police found several boxes of obscene DVDs.,Baskında; çok sayıda kutu müstehcen DVD ele geçirildi.,0
11863,obstinate,adjective,inatçı,Gemini, , ,C2,He can be very obstinate at times.,Bazen çok inatçı olabiliyor.,0
11864,obtrusive,adjective,müdahaleci,Gemini, , ,C2,The logo was still visible but less obtrusive this time in beige.,Logo hala görünür durumdaydı ancak bu sefer bej renkte ve daha az göze batıyordu.,0
11865,occult,adjective,gizli,Gemini, , ,C2,She claims to have occult powers; given to her by some mysterious spirit.,Kendisine gizemli bir ruh tarafından verilmiş gizli güçlere sahip olduğunu iddia ediyor.,0
11866,odious,adjective,iğrenç,Gemini, , ,C2,His odious behavior was unacceptable.,Onun bu iğrenç davranışı kabul edilemezdi.,0
11867,ominous,adjective,uğursuz,Gemini, , ,C2,There was an ominous silence when I asked whether my contract was going to be renewed.,Sözleşmemin yenilenip yenilenmeyeceğini sorduğumda uğursuz bir sessizlik oldu.,0
11868,omnipotent,adjective,her şeye gücü yeten,Gemini, , ,C2,How can a loving; omnipotent God permit disease; war and suffering?,Sevgi dolu; her şeye gücü yeten bir Tanrı nasıl olur da hastalığa; savaşa ve acıya izin verebilir?,0
